,Date,Open,High,Low,Close,Adj Close,Volume
0,2020-01-01,12202.150390625,12222.2001953125,12165.2998046875,12182.5,12182.5,304100
1,2020-01-02,12198.5498046875,12289.900390625,12195.25,12282.2001953125,12282.2001953125,407700
2,2020-01-03,12261.099609375,12265.599609375,12191.349609375,12226.650390625,12226.650390625,428800
3,2020-01-06,12170.599609375,12179.099609375,11974.2001953125,11993.0498046875,11993.0498046875,396500
4,2020-01-07,12079.099609375,12152.150390625,12005.349609375,12052.9501953125,12052.9501953125,447800
5,2020-01-08,11939.099609375,12044.9501953125,11929.599609375,12025.349609375,12025.349609375,446000
6,2020-01-09,12153.150390625,12224.0498046875,12132.5498046875,12215.900390625,12215.900390625,477500
7,2020-01-10,12271.0,12311.2001953125,12213.2001953125,12256.7998046875,12256.7998046875,660600
8,2020-01-13,12296.7001953125,12337.75,12285.7998046875,12329.5498046875,12329.5498046875,501000
9,2020-01-14,12333.099609375,12374.25,12308.7001953125,12362.2998046875,12362.2998046875,616300
10,2020-01-15,12349.400390625,12355.150390625,12278.75,12343.2998046875,12343.2998046875,684400
11,2020-01-16,12347.099609375,12389.0498046875,12315.7998046875,12355.5,12355.5,395700
12,2020-01-17,12328.400390625,12385.4501953125,12321.400390625,12352.349609375,12352.349609375,502100
13,2020-01-20,12430.5,12430.5,12216.900390625,12224.5498046875,12224.5498046875,491600
14,2020-01-21,12195.2998046875,12230.0498046875,12162.2998046875,12169.849609375,12169.849609375,400
15,2020-01-22,12218.349609375,12225.0498046875,12087.900390625,12106.900390625,12106.900390625,500
16,2020-01-23,12123.75,12189.0,12094.099609375,12180.349609375,12180.349609375,867700
17,2020-01-24,12174.5498046875,12272.150390625,12149.650390625,12248.25,12248.25,593200
18,2020-01-27,12197.099609375,12216.599609375,12107.0,12119.0,12119.0,441200
19,2020-01-28,12148.099609375,12163.5498046875,12024.5,12055.7998046875,12055.7998046875,478500
20,2020-01-29,12114.900390625,12169.599609375,12103.7998046875,12129.5,12129.5,514400
21,2020-01-30,12147.75,12150.2998046875,12010.599609375,12035.7998046875,12035.7998046875,538100
22,2020-01-31,12100.400390625,12103.5498046875,11945.849609375,11962.099609375,11962.099609375,771300
23,2020-02-03,11627.4501953125,11749.849609375,11614.5,11707.900390625,11707.900390625,669800
24,2020-02-04,11786.25,11986.150390625,11783.400390625,11979.650390625,11979.650390625,560400
25,2020-02-05,12005.849609375,12098.150390625,11953.349609375,12089.150390625,12089.150390625,758000
26,2020-02-06,12120.0,12160.599609375,12084.650390625,12137.9501953125,12137.9501953125,565100
27,2020-02-07,12151.150390625,12154.7001953125,12073.9501953125,12098.349609375,12098.349609375,473500
28,2020-02-10,12102.349609375,12103.5498046875,11990.75,12031.5,12031.5,524700
29,2020-02-11,12108.400390625,12172.2998046875,12099.0,12107.900390625,12107.900390625,480000
30,2020-02-12,12151.0,12231.75,12144.2998046875,12201.2001953125,12201.2001953125,411700
31,2020-02-13,12219.5498046875,12225.650390625,12139.7998046875,12174.650390625,12174.650390625,501200
32,2020-02-14,12190.150390625,12246.7001953125,12091.2001953125,12113.4501953125,12113.4501953125,622800
33,2020-02-17,12131.7998046875,12159.599609375,12037.0,12045.7998046875,12045.7998046875,0
34,2020-02-18,12028.25,12030.75,11908.0498046875,11992.5,11992.5,676900
35,2020-02-19,12090.599609375,12134.7001953125,12042.099609375,12125.900390625,12125.900390625,513600
36,2020-02-20,12119.0,12152.0,12071.4501953125,12080.849609375,12080.849609375,502600
37,2020-02-24,12012.5498046875,12012.5498046875,11813.400390625,11829.400390625,11829.400390625,490800
38,2020-02-25,11877.5,11883.0498046875,11779.900390625,11797.900390625,11797.900390625,461000
39,2020-02-26,11738.5498046875,11783.25,11639.599609375,11678.5,11678.5,567600
40,2020-02-27,11661.25,11663.849609375,11536.7001953125,11633.2998046875,11633.2998046875,608600
41,2020-02-28,11382.0,11384.7998046875,11175.0498046875,11201.75,11201.75,809900
42,2020-03-02,11387.349609375,11433.0,11036.25,11132.75,11132.75,680800
43,2020-03-03,11217.5498046875,11342.25,11152.5498046875,11303.2998046875,11303.2998046875,696500
44,2020-03-04,11351.349609375,11356.599609375,11082.150390625,11251.0,11251.0,797700
45,2020-03-05,11306.0498046875,11389.5,11244.599609375,11269.0,11269.0,1352500
46,2020-03-06,10942.650390625,11035.099609375,10827.400390625,10989.4501953125,10989.4501953125,1811000
47,2020-03-09,10742.0498046875,10751.5498046875,10294.4501953125,10451.4501953125,10451.4501953125,1565500
48,2020-03-11,10334.2998046875,10545.099609375,10334.0,10458.400390625,10458.400390625,1218500
49,2020-03-12,10039.9501953125,10040.75,9508.0,9590.150390625,9590.150390625,1343500
50,2020-03-13,9107.599609375,10159.400390625,8555.150390625,9955.2001953125,9955.2001953125,1388000
51,2020-03-16,9587.7998046875,9602.2001953125,9165.099609375,9197.400390625,9197.400390625,897700
52,2020-03-17,9285.400390625,9403.7998046875,8915.599609375,8967.0498046875,8967.0498046875,935600
53,2020-03-18,9088.4501953125,9127.5498046875,8407.0498046875,8468.7998046875,8468.7998046875,1516600
54,2020-03-19,8063.2998046875,8575.4501953125,7832.5498046875,8263.4501953125,8263.4501953125,925700
55,2020-03-20,8284.4501953125,8883.0,8178.2001953125,8745.4501953125,8745.4501953125,1071500
56,2020-03-23,7945.7001953125,8159.25,7583.60009765625,7610.25,7610.25,653500
57,2020-03-24,7848.2998046875,8036.9501953125,7511.10009765625,7801.0498046875,7801.0498046875,738400
58,2020-03-25,7735.14990234375,8376.75,7714.75,8317.849609375,8317.849609375,736900
59,2020-03-26,8451.0,8749.0498046875,8304.900390625,8641.4501953125,8641.4501953125,865600
60,2020-03-27,8949.099609375,9038.900390625,8522.900390625,8660.25,8660.25,801500
61,2020-03-30,8385.9501953125,8576.0,8244.0,8281.099609375,8281.099609375,593300
62,2020-03-31,8529.349609375,8678.2998046875,8358.0,8597.75,8597.75,712700
63,2020-04-01,8584.099609375,8588.099609375,8198.349609375,8253.7998046875,8253.7998046875,506300
64,2020-04-03,8356.5498046875,8356.5498046875,8055.7998046875,8083.7998046875,8083.7998046875,697000
65,2020-04-07,8446.2998046875,8819.400390625,8360.9501953125,8792.2001953125,8792.2001953125,814200
66,2020-04-08,8688.900390625,9131.7001953125,8653.900390625,8748.75,8748.75,896500
67,2020-04-09,8973.0498046875,9128.349609375,8904.5498046875,9111.900390625,9111.900390625,742100
68,2020-04-13,9103.9501953125,9112.0498046875,8912.400390625,8993.849609375,8993.849609375,644000
69,2020-04-15,9196.400390625,9261.2001953125,8874.099609375,8925.2998046875,8925.2998046875,879100
70,2020-04-16,8851.25,9053.75,8821.900390625,8992.7998046875,8992.7998046875,719400
71,2020-04-17,9323.4501953125,9324.0,9091.349609375,9266.75,9266.75,684200
72,2020-04-20,9390.2001953125,9390.849609375,9230.7998046875,9261.849609375,9261.849609375,726400
73,2020-04-21,9016.9501953125,9044.400390625,8909.400390625,8981.4501953125,8981.4501953125,655100
74,2020-04-22,9026.75,9209.75,8946.25,9187.2998046875,9187.2998046875,734400
75,2020-04-23,9232.349609375,9343.599609375,9170.150390625,9313.900390625,9313.900390625,666700
76,2020-04-24,9163.900390625,9296.900390625,9141.2998046875,9154.400390625,9154.400390625,659400
77,2020-04-27,9259.7001953125,9377.099609375,9250.349609375,9282.2998046875,9282.2998046875,512800
78,2020-04-28,9389.7998046875,9404.400390625,9260.0,9380.900390625,9380.900390625,614500
79,2020-04-29,9408.599609375,9599.849609375,9392.349609375,9553.349609375,9553.349609375,653000
80,2020-04-30,9753.5,9889.0498046875,9731.5,9859.900390625,9859.900390625,931200
81,2020-05-04,9533.5,9533.5,9266.9501953125,9293.5,9293.5,687500
82,2020-05-05,9429.400390625,9450.900390625,9190.75,9205.599609375,9205.599609375,725200
83,2020-05-06,9226.7998046875,9346.900390625,9116.5,9270.900390625,9270.900390625,722200
84,2020-05-07,9234.0498046875,9277.849609375,9175.900390625,9199.0498046875,9199.0498046875,708700
